JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460158.56386,10.662,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.124|CMAGINS=16.920|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.883|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.188,Z,16.920,17.883,,DY HER,AAVSO,STD,2,,,
2460158.56459,10.658,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.122|CMAGINS=16.923|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.885|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.189,Z,16.923,17.885,,DY HER,AAVSO,STD,2,,,
2460158.56531,10.667,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.111|CMAGINS=16.902|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.871|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.190,Z,16.902,17.871,,DY HER,AAVSO,STD,2,,,
2460158.56603,10.667,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.107|CMAGINS=16.899|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.868|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.191,Z,16.899,17.868,,DY HER,AAVSO,STD,2,,,
2460158.56675,10.666,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.108|CMAGINS=16.900|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.867|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.192,Z,16.900,17.867,,DY HER,AAVSO,STD,2,,,
2460158.56747,10.671,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.119|CMAGINS=16.906|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.879|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.194,Z,16.906,17.879,,DY HER,AAVSO,STD,2,,,
2460158.56819,10.668,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.122|CMAGINS=16.911|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.878|KREFMAG=11.431|KREFERR= 0.004,1,1.195,Z,16.911,17.878,,DY HER,AAVSO,STD,3,,,
2460158.56893,10.180,0.003,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.613|CMAGINS=16.814|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.786|KREFMAG=10.321|KREFERR= 0.004,1,1.196,Z,16.814,17.786,,DY HER,AAVSO,STD,3,,,
2460158.56970,10.675,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.101|CMAGINS=16.883|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.853|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.198,Z,16.883,17.853,,DY HER,AAVSO,STD,3,,,
2460158.57042,10.662,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.102|CMAGINS=16.898|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.864|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.199,Z,16.898,17.864,,DY HER,AAVSO,STD,3,,,
2460158.57112,10.662,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.102|CMAGINS=16.898|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.862|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.200,Z,16.898,17.862,,DY HER,AAVSO,STD,3,,,
2460158.57184,10.661,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.107|CMAGINS=16.905|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.870|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.202,Z,16.905,17.870,,DY HER,AAVSO,STD,3,,,
2460158.57255,10.658,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.115|CMAGINS=16.916|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.883|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.203,Z,16.916,17.883,,DY HER,AAVSO,STD,3,,,
2460158.57326,10.650,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.096|CMAGINS=16.904|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.871|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.204,Z,16.904,17.871,,DY HER,AAVSO,STD,3,,,
2460158.57397,10.646,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.090|CMAGINS=16.903|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.868|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.206,Z,16.903,17.868,,DY HER,AAVSO,STD,3,,,
2460158.57468,10.640,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.068|CMAGINS=16.886|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.850|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.207,Z,16.886,17.850,,DY HER,AAVSO,STD,3,,,
2460158.57539,10.644,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.080|CMAGINS=16.894|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.860|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.209,Z,16.894,17.860,,DY HER,AAVSO,STD,3,,,
2460158.57610,10.638,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.098|CMAGINS=16.916|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.886|KREFMAG=11.431|KREFERR= 0.004,1,1.210,Z,16.916,17.886,,DY HER,AAVSO,STD,4,,,
2460158.57685,10.167,0.003,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.600|CMAGINS=16.814|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.791|KREFMAG=10.321|KREFERR= 0.004,1,1.212,Z,16.814,17.791,,DY HER,AAVSO,STD,4,,,
2460158.57764,10.626,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.089|CMAGINS=16.921|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.891|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.213,Z,16.921,17.891,,DY HER,AAVSO,STD,4,,,
2460158.57838,10.619,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.037|CMAGINS=16.876|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.839|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.215,Z,16.876,17.839,,DY HER,AAVSO,STD,4,,,
2460158.57909,10.612,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.061|CMAGINS=16.907|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.871|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.217,Z,16.907,17.871,,DY HER,AAVSO,STD,4,,,
2460158.57981,10.603,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.031|CMAGINS=16.885|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.850|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.218,Z,16.885,17.850,,DY HER,AAVSO,STD,4,,,
2460158.58052,10.602,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.033|CMAGINS=16.889|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.856|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.220,Z,16.889,17.856,,DY HER,AAVSO,STD,4,,,
2460158.58173,10.579,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.011|CMAGINS=16.890|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.863|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.222,Z,16.890,17.863,,DY HER,AAVSO,STD,4,,,
2460158.58247,10.577,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.999|CMAGINS=16.879|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.848|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.224,Z,16.879,17.848,,DY HER,AAVSO,STD,4,,,
2460158.58319,10.549,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.975|CMAGINS=16.884|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.846|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.226,Z,16.884,17.846,,DY HER,AAVSO,STD,4,,,
2460158.58391,10.556,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.982|CMAGINS=16.884|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.849|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.228,Z,16.884,17.849,,DY HER,AAVSO,STD,4,,,
2460158.58463,10.536,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.977|CMAGINS=16.896|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.861|KREFMAG=11.431|KREFERR= 0.004,1,1.229,Z,16.896,17.861,,DY HER,AAVSO,STD,5,,,
2460158.58538,10.100,0.003,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.488|CMAGINS=16.772|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.745|KREFMAG=10.321|KREFERR= 0.004,1,1.231,Z,16.772,17.745,,DY HER,AAVSO,STD,5,,,
2460158.58616,10.510,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.941|CMAGINS=16.888|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.848|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.233,Z,16.888,17.848,,DY HER,AAVSO,STD,5,,,
2460158.58690,10.497,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.910|CMAGINS=16.869|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.834|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.235,Z,16.869,17.834,,DY HER,AAVSO,STD,5,,,
2460158.58761,10.489,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.940|CMAGINS=16.908|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.876|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.237,Z,16.908,17.876,,DY HER,AAVSO,STD,5,,,
2460158.58832,10.470,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.908|CMAGINS=16.895|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.856|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.239,Z,16.895,17.856,,DY HER,AAVSO,STD,5,,,
2460158.58904,10.464,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.910|CMAGINS=16.903|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.876|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.241,Z,16.903,17.876,,DY HER,AAVSO,STD,5,,,
2460158.58977,10.441,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.912|CMAGINS=16.928|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.892|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.243,Z,16.928,17.892,,DY HER,AAVSO,STD,5,,,
2460158.59050,10.428,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.868|CMAGINS=16.897|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.856|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.245,Z,16.897,17.856,,DY HER,AAVSO,STD,5,,,
2460158.59123,10.416,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.861|CMAGINS=16.902|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.874|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.247,Z,16.902,17.874,,DY HER,AAVSO,STD,5,,,
2460158.59196,10.413,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.824|CMAGINS=16.868|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.843|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.249,Z,16.868,17.843,,DY HER,AAVSO,STD,5,,,
2460158.59268,10.387,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.840|CMAGINS=16.907|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.870|KREFMAG=11.431|KREFERR= 0.004,1,1.251,Z,16.907,17.870,,DY HER,AAVSO,STD,6,,,
2460158.59343,10.009,0.003,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.417|CMAGINS=16.795|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.769|KREFMAG=10.321|KREFERR= 0.004,1,1.254,Z,16.795,17.769,,DY HER,AAVSO,STD,6,,,
2460158.59420,10.355,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.814|CMAGINS=16.914|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.873|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.256,Z,16.914,17.873,,DY HER,AAVSO,STD,6,,,
2460158.59493,10.343,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.785|CMAGINS=16.897|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.869|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.258,Z,16.897,17.869,,DY HER,AAVSO,STD,6,,,
2460158.59564,10.328,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.767|CMAGINS=16.895|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.863|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.260,Z,16.895,17.863,,DY HER,AAVSO,STD,6,,,
2460158.59637,10.319,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.761|CMAGINS=16.898|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.869|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.263,Z,16.898,17.869,,DY HER,AAVSO,STD,6,,,
2460158.59709,10.302,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.745|CMAGINS=16.899|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.867|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.265,Z,16.899,17.867,,DY HER,AAVSO,STD,6,,,
2460158.59780,10.282,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.731|CMAGINS=16.904|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.874|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.267,Z,16.904,17.874,,DY HER,AAVSO,STD,6,,,
2460158.59850,10.278,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.708|CMAGINS=16.885|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.861|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.269,Z,16.885,17.861,,DY HER,AAVSO,STD,6,,,
2460158.59921,10.260,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.715|CMAGINS=16.910|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.883|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.272,Z,16.910,17.883,,DY HER,AAVSO,STD,6,,,
2460158.59991,10.246,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.699|CMAGINS=16.909|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.878|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.274,Z,16.909,17.878,,DY HER,AAVSO,STD,6,,,
2460158.60062,10.239,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.687|CMAGINS=16.900|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.868|KREFMAG=11.431|KREFERR= 0.004,1,1.276,Z,16.900,17.868,,DY HER,AAVSO,STD,7,,,
2460158.60136,9.918,0.003,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.313|CMAGINS=16.783|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.757|KREFMAG=10.321|KREFERR= 0.004,1,1.279,Z,16.783,17.757,,DY HER,AAVSO,STD,7,,,
2460158.60213,10.214,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.666|CMAGINS=16.906|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.870|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.282,Z,16.906,17.870,,DY HER,AAVSO,STD,7,,,
2460158.60283,10.210,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.670|CMAGINS=16.914|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.883|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.284,Z,16.914,17.883,,DY HER,AAVSO,STD,7,,,
2460158.60354,10.196,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.637|CMAGINS=16.895|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.862|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.287,Z,16.895,17.862,,DY HER,AAVSO,STD,7,,,
2460158.60424,10.202,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.652|CMAGINS=16.904|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.866|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.289,Z,16.904,17.866,,DY HER,AAVSO,STD,7,,,
2460158.60495,10.206,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.653|CMAGINS=16.901|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.877|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.292,Z,16.901,17.877,,DY HER,AAVSO,STD,7,,,
2460158.60565,10.199,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.653|CMAGINS=16.907|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.885|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.294,Z,16.907,17.885,,DY HER,AAVSO,STD,7,,,
2460158.60636,10.203,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.645|CMAGINS=16.896|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.867|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.297,Z,16.896,17.867,,DY HER,AAVSO,STD,7,,,
2460158.60706,10.200,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.655|CMAGINS=16.909|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.872|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.299,Z,16.909,17.872,,DY HER,AAVSO,STD,7,,,
2460158.60777,10.199,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.643|CMAGINS=16.897|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.862|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.302,Z,16.897,17.862,,DY HER,AAVSO,STD,7,,,
2460158.60847,10.200,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.646|CMAGINS=16.898|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.869|KREFMAG=11.431|KREFERR= 0.004,1,1.305,Z,16.898,17.869,,DY HER,AAVSO,STD,8,,,
2460158.60921,9.901,0.003,,I,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=17.288|CMAGINS=16.777|CREFMAG= 9.355|CREFERR= 0.003|KMAGINS=17.757|KREFMAG=10.321|KREFERR= 0.004,1,1.308,Z,16.777,17.757,,DY HER,AAVSO,STD,8,,,
2460158.61041,10.202,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.671|CMAGINS=16.922|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.887|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.312,Z,16.922,17.887,,DY HER,AAVSO,STD,8,,,
2460158.61112,10.218,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.648|CMAGINS=16.884|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.862|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.315,Z,16.884,17.862,,DY HER,AAVSO,STD,8,,,
2460158.61182,10.219,0.003,,V,MZK,,000-BBX-643,000-BJR-400,X28007GC,|VMAGINS=16.663|CMAGINS=16.897|CREFMAG=10.474|CREFERR= 0.003|KMAGINS=17.867|KREFMAG=11.431|KREFERR= 0.004|TV_VI=0.0269,1,1.318,Z,16.897,17.867,,DY HER,AAVSO,STD,8,,,
